Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#indicator+population_type,,,,#affected+f+infants+age_0_4,#affected+f+children+age_5_11,#affected+f+adolescents+age_12_17,#affected+f+adults+age_18_59,#affected+f+elderly+age_60,#affected+f+unknown_age,#affected+f+total,#affected+m+infants+age_0_4,#affected+m+children+age_5_11,#affected+m+adolescents+age_12_17,#affected+m+adults+age_18_59,#affected+m+elderly+age_60,#affected+m+unknown_age,#affected+m+total,#affected+all+total
2001,AFG,AFG,Afghanistan,Afghanistan,IDP,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000
2001,AFG,AFG,Afghanistan,Afghanistan,RET,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26092
2001,AFG,EGY,Afghanistan,Egypt,ASY,,,,0,0,0,0,0,5,5,0,0,0,0,0,16,16,21
2001,AFG,EGY,Afghanistan,Egypt,REF,,,,5,0,0,9,0,0,14,5,0,0,42,0,5,52,66
2001,AFG,ARG,Afghanistan,Argentina,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,AUS,Afghanistan,Australia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
2001,AFG,AUS,Afghanistan,Australia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6262
2001,AFG,AUT,Afghanistan,Austria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049
2001,AFG,AZE,Afghanistan,Azerbaijan,ASY,,,,36,0,0,83,6,141,266,47,0,0,460,12,146,665,931
2001,AFG,AZE,Afghanistan,Azerbaijan,REF,,,,8,0,0,38,0,22,68,9,0,0,119,0,47,175,243
2001,AFG,BEL,Afghanistan,Belgium,REF,,,,0,0,0,0,0,144,144,0,0,0,0,0,213,213,357
2001,AFG,BGD,Afghanistan,Bangladesh,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,BLR,Afghanistan,Belarus,ASY,,,,5,0,0,44,0,42,91,5,0,0,86,0,31,122,213
2001,AFG,BLR,Afghanistan,Belarus,REF,,,,9,0,0,87,6,70,172,9,0,0,200,5,68,282,454
2001,AFG,BRA,Afghanistan,Brazil,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2001,AFG,BRA,Afghanistan,Brazil,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,BGR,Afghanistan,Bulgaria,ASY,,,,0,0,0,76,0,74,150,0,0,0,396,0,77,473,623
2001,AFG,BGR,Afghanistan,Bulgaria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565
2001,AFG,KHM,Afghanistan,Cambodia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,KHM,Afghanistan,Cambodia,REF,,,,0,0,0,5,0,0,5,0,0,0,7,0,5,12,17
2001,AFG,CAN,Afghanistan,Canada,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406
2001,AFG,CAN,Afghanistan,Canada,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11371
2001,AFG,CHN,Afghanistan,China,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,CHL,Afghanistan,Chile,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2001,AFG,CUB,Afghanistan,Cuba,REF,,,,0,0,0,0,0,8,8,0,0,0,13,0,5,18,26
2001,AFG,CYP,Afghanistan,Cyprus,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2001,AFG,CYP,Afghanistan,Cyprus,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2001,AFG,CZE,Afghanistan,Czechia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
2001,AFG,CZE,Afghanistan,Czechia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
2001,AFG,DNK,Afghanistan,Denmark,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819
2001,AFG,DNK,Afghanistan,Denmark,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4816
2001,AFG,ECU,Afghanistan,Ecuador,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2001,AFG,EST,Afghanistan,Estonia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,EST,Afghanistan,Estonia,REF,,,,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2001,AFG,ETH,Afghanistan,Ethiopia,REF,,,,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
2001,AFG,FIN,Afghanistan,Finland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661
2001,AFG,FRA,Afghanistan,France,REF,,,,0,0,0,0,0,578,578,0,0,0,0,0,706,706,1284
2001,AFG,GBR,Afghanistan,United Kingdom of Great Britain and Northern Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15065
2001,AFG,GEO,Afghanistan,Georgia,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2001,AFG,DEU,Afghanistan,Germany,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10057
2001,AFG,GRC,Afghanistan,Greece,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597
2001,AFG,GRC,Afghanistan,Greece,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
2001,AFG,HKG,Afghanistan,"China, Hong Kong Special Administrative Region",ASY,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2001,AFG,HRV,Afghanistan,Croatia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,HUN,Afghanistan,Hungary,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105
2001,AFG,HUN,Afghanistan,Hungary,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581
2001,AFG,ISL,Afghanistan,Iceland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,CIV,Afghanistan,Côte d'Ivoire,ASY,,,,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2001,AFG,CIV,Afghanistan,Côte d'Ivoire,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2001,AFG,IND,Afghanistan,India,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
2001,AFG,IND,Afghanistan,India,REF,,,,185,0,0,3469,318,2225,6197,248,0,0,2881,342,2304,5775,11972
2001,AFG,IDN,Afghanistan,Indonesia,ASY,,,,10,0,0,51,0,10,71,24,0,0,303,0,49,376,447
2001,AFG,IDN,Afghanistan,Indonesia,REF,,,,0,0,0,7,0,5,12,0,0,0,22,0,10,32,44
2001,AFG,IRL,Afghanistan,Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2001,AFG,IRN,Afghanistan,Iran (Islamic Republic of),REF,,,,68918,0,0,248624,16065,235926,569533,73877,0,0,539273,28463,270854,912467,1482000
2001,AFG,ITA,Afghanistan,Italy,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
2001,AFG,JOR,Afghanistan,Jordan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,JOR,Afghanistan,Jordan,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,JPN,Afghanistan,Japan,ASY,,,,0,0,0,0,0,5,5,0,0,0,0,0,66,66,71
2001,AFG,JPN,Afghanistan,Japan,REF,,,,0,0,0,0,0,15,15,0,0,0,0,0,43,43,58
2001,AFG,KAZ,Afghanistan,Kazakhstan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2001,AFG,KAZ,Afghanistan,Kazakhstan,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2353
2001,AFG,KEN,Afghanistan,Kenya,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,KGZ,Afghanistan,Kyrgyzstan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
2001,AFG,KGZ,Afghanistan,Kyrgyzstan,REF,,,,64,0,0,257,19,127,467,59,0,0,285,12,99,455,922
2001,AFG,KOR,Afghanistan,Republic of Korea,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,KOR,Afghanistan,Republic of Korea,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,KWT,Afghanistan,Kuwait,ASY,,,,0,0,0,8,0,5,13,0,0,0,11,0,5,16,29
2001,AFG,KWT,Afghanistan,Kuwait,REF,,,,0,0,0,14,0,6,20,0,0,0,16,0,9,25,45
2001,AFG,LBN,Afghanistan,Lebanon,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,LBN,Afghanistan,Lebanon,REF,,,,0,0,0,7,7,0,14,0,0,0,26,8,0,34,48
2001,AFG,LKA,Afghanistan,Sri Lanka,ASY,,,,6,0,0,0,0,0,6,0,0,0,0,0,7,7,13
2001,AFG,LKA,Afghanistan,Sri Lanka,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,LTU,Afghanistan,Lithuania,ASY,,,,0,0,0,0,0,0,0,0,0,0,30,0,10,40,40
2001,AFG,LTU,Afghanistan,Lithuania,REF,,,,0,0,0,5,0,0,5,0,0,0,10,0,6,16,80
2001,AFG,LVA,Afghanistan,Latvia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,MKD,Afghanistan,Republic of North Macedonia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,MDA,Afghanistan,Republic of Moldova,ASY,,,,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2001,AFG,MDA,Afghanistan,Republic of Moldova,REF,,,,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2001,AFG,MEX,Afghanistan,Mexico,REF,,,,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2001,AFG,MYS,Afghanistan,Malaysia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2001,AFG,MYS,Afghanistan,Malaysia,REF,,,,0,0,0,12,5,13,30,5,0,0,32,0,10,47,77
2001,AFG,MAR,Afghanistan,Morocco,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2001,AFG,MOZ,Afghanistan,Mozambique,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,MLT,Afghanistan,Malta,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2001,AFG,NPL,Afghanistan,Nepal,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,NLD,Afghanistan,Netherlands,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7894
2001,AFG,NLD,Afghanistan,Netherlands,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26024
2001,AFG,NOR,Afghanistan,Norway,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799
2001,AFG,NZL,Afghanistan,New Zealand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434
2001,AFG,OMN,Afghanistan,Oman,ASY,,,,0,0,0,0,0,0,0,0,0,0,16,0,0,16,16
2001,AFG,PAK,Afghanistan,Pakistan,REF,,,,122591,0,0,327785,23976,324736,799088,120689,0,0,236912,28231,324114,709946,2197821
2001,AFG,POL,Afghanistan,Poland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
2001,AFG,PRT,Afghanistan,Portugal,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2001,AFG,QAT,Afghanistan,Qatar,REF,,,,0,0,0,0,0,0,0,0,0,0,40,0,0,40,40
2001,AFG,ROU,Afghanistan,Romania,REF,,,,11,0,0,35,0,22,68,7,0,0,32,0,32,71,294
2001,AFG,ZAF,Afghanistan,South Africa,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2001,AFG,ZAF,Afghanistan,South Africa,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2001,AFG,RUS,Afghanistan,Russian Federation,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669
2001,AFG,RUS,Afghanistan,Russian Federation,OOC,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+05
2001,AFG,RUS,Afghanistan,Russian Federation,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491
2001,AFG,SAU,Afghanistan,Saudi Arabia,ASY,,,,0,0,0,10,0,10,20,5,0,0,13,0,5,23,43
2001,AFG,SAU,Afghanistan,Saudi Arabia,REF,,,,0,0,0,31,5,21,57,6,0,0,65,5,16,92,149
2001,AFG,SGP,Afghanistan,Singapore,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AFG,ESP,Afghanistan,Spain,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
2001,AFG,SRB,Afghanistan,Serbia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2001,AFG,SRB,Afghanistan,Serbia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2001,AFG,SVK,Afghanistan,Slovakia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598
2001,AFG,SVK,Afghanistan,Slovakia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
2001,AFG,SVN,Afghanistan,Slovenia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8
2001,AFG,SWE,Afghanistan,Sweden,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732
2001,AFG,CHE,Afghanistan,Switzerland,ASY,,,,35,0,0,110,9,74,228,38,0,0,324,0,113,475,729
2001,AFG,CHE,Afghanistan,Switzerland,REF,,,,0,0,0,0,0,629,629,0,0,0,0,0,817,817,1446
2001,AFG,SYR,Afghanistan,Syrian Arab Republic,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2001,AFG,SYR,Afghanistan,Syrian Arab Republic,REF,,,,22,0,0,70,5,90,187,28,0,0,77,14,101,220,407
2001,AFG,THA,Afghanistan,Thailand,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2001,AFG,THA,Afghanistan,Thailand,REF,,,,0,0,0,5,0,0,5,0,0,0,14,0,0,14,19
2001,AFG,TJK,Afghanistan,Tajikistan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376
2001,AFG,TJK,Afghanistan,Tajikistan,REF,,,,188,0,0,607,90,5372,6257,363,0,0,1095,239,7165,8862,15336
2001,AFG,TKM,Afghanistan,Turkmenistan,ASY,,,,0,0,0,0,0,43,43,0,0,0,0,0,46,46,89
2001,AFG,TKM,Afghanistan,Turkmenistan,REF,,,,0,0,0,0,0,637,637,0,0,0,0,0,875,875,1512
2001,AFG,TUR,Afghanistan,Turkey,ASY,,,,5,0,0,63,0,55,123,16,0,0,108,0,60,184,307
2001,AFG,TUR,Afghanistan,Turkey,REF,,,,6,0,0,32,0,18,56,0,0,0,25,0,25,50,106
2001,AFG,ARE,Afghanistan,United Arab Emirates,ASY,,,,0,0,0,0,0,0,0,0,0,0,5,0,11,16,16
2001,AFG,ARE,Afghanistan,United Arab Emirates,REF,,,,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6
2001,AFG,UKR,Afghanistan,Ukraine,ASY,,,,0,0,0,13,0,17,30,0,0,0,26,0,16,42,72
2001,AFG,UKR,Afghanistan,Ukraine,REF,,,,40,0,0,189,18,188,435,36,0,0,863,21,232,1152,1587
2001,AFG,USA,Afghanistan,United States of America,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
2001,AFG,USA,Afghanistan,United States of America,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7426
2001,AFG,UZB,Afghanistan,Uzbekistan,ASY,,,,47,0,0,249,12,231,539,47,0,0,470,15,245,777,1316
2001,AFG,UZB,Afghanistan,Uzbekistan,REF,,,,79,0,0,581,16,543,1219,93,0,0,645,28,584,1350,9569
2001,AFG,ZWE,Afghanistan,Zimbabwe,REF,,,,5,0,0,7,0,14,26,0,0,0,44,0,12,56,82
2002,AFG,AFG,Afghanistan,Afghanistan,IDP,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665156
2002,AFG,AFG,Afghanistan,Afghanistan,RDP,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753344
2002,AFG,AFG,Afghanistan,Afghanistan,RET,,,,0,0,0,0,0,840299,840299,0,0,0,0,0,961750,961750,1957958
2002,AFG,EGY,Afghanistan,Egypt,REF,,,,0,0,0,8,0,0,8,0,0,0,30,0,5,35,43
2002,AFG,ARG,Afghanistan,Argentina,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,AFG,AUS,Afghanistan,Australia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
2002,AFG,AUS,Afghanistan,Australia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6943
2002,AFG,AUT,Afghanistan,Austria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270
2002,AFG,AZE,Afghanistan,Azerbaijan,ASY,,,,19,0,0,132,14,75,240,22,0,0,546,16,95,679,919
2002,AFG,AZE,Afghanistan,Azerbaijan,REF,,,,6,0,0,39,0,30,75,7,0,0,115,0,60,182,257
2002,AFG,BEL,Afghanistan,Belgium,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
2002,AFG,BGD,Afghanistan,Bangladesh,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,AFG,BLR,Afghanistan,Belarus,ASY,,,,5,0,0,26,0,17,48,5,0,0,92,0,20,117,176
2002,AFG,BLR,Afghanistan,Belarus,REF,,,,10,0,0,89,7,87,193,13,0,0,198,5,69,285,478
2002,AFG,BRA,Afghanistan,Brazil,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2002,AFG,BGR,Afghanistan,Bulgaria,ASY,,,,0,0,0,16,0,9,25,0,0,0,315,0,17,332,357
2002,AFG,BGR,Afghanistan,Bulgaria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733
2002,AFG,KHM,Afghanistan,Cambodia,REF,,,,0,0,0,5,0,0,5,0,0,0,10,0,0,10,15
2002,AFG,CAN,Afghanistan,Canada,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305
2002,AFG,CAN,Afghanistan,Canada,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12957
2002,AFG,CHN,Afghanistan,China,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8
2002,AFG,CHL,Afghanistan,Chile,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,AFG,CHL,Afghanistan,Chile,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2002,AFG,CUB,Afghanistan,Cuba,REF,,,,0,0,0,0,0,8,8,0,0,0,11,0,5,16,24
2002,AFG,CYP,Afghanistan,Cyprus,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2002,AFG,CYP,Afghanistan,Cyprus,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2002,AFG,CZE,Afghanistan,Czechia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2002,AFG,CZE,Afghanistan,Czechia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
2002,AFG,DNK,Afghanistan,Denmark,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437
2002,AFG,DNK,Afghanistan,Denmark,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5766
2002,AFG,ECU,Afghanistan,Ecuador,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2002,AFG,EST,Afghanistan,Estonia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,AFG,EST,Afghanistan,Estonia,REF,,,,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2002,AFG,ETH,Afghanistan,Ethiopia,REF,,,,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5
2002,AFG,FIN,Afghanistan,Finland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932
2002,AFG,FRA,Afghanistan,France,REF,,,,0,0,0,0,0,572,572,0,0,0,0,0,684,684,1256
2002,AFG,GBR,Afghanistan,United Kingdom of Great Britain and Northern Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20305
2002,AFG,GEO,Afghanistan,Georgia,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2002,AFG,DEU,Afghanistan,Germany,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12074
2002,AFG,DEU,Afghanistan,Germany,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52289
2002,AFG,GRC,Afghanistan,Greece,ASY,,,,0,0,0,17,0,5,22,5,0,0,290,0,58,353,375
2002,AFG,GRC,Afghanistan,Greece,REF,,,,0,0,0,0,0,0,0,0,0,0,6,0,5,11,137
2002,AFG,HKG,Afghanistan,"China, Hong Kong Special Administrative Region",ASY,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2002,AFG,HRV,Afghanistan,Croatia,ASY,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2002,AFG,HUN,Afghanistan,Hungary,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
2002,AFG,HUN,Afghanistan,Hungary,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319
2002,AFG,CIV,Afghanistan,Côte d'Ivoire,ASY,,,,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2002,AFG,CIV,Afghanistan,Côte d'Ivoire,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2002,AFG,IND,Afghanistan,India,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
2002,AFG,IND,Afghanistan,India,REF,,,,193,0,0,3415,321,2018,5947,226,0,0,2747,350,2101,5424,11371
2002,AFG,IDN,Afghanistan,Indonesia,ASY,,,,0,0,0,7,0,0,7,0,0,0,34,0,6,40,47
2002,AFG,IDN,Afghanistan,Indonesia,REF,,,,0,0,0,35,0,26,61,6,0,0,43,0,38,87,148
2002,AFG,IRL,Afghanistan,Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2002,AFG,IRN,Afghanistan,Iran (Islamic Republic of),REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104909
2002,AFG,ITA,Afghanistan,Italy,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
2002,AFG,JOR,Afghanistan,Jordan,ASY,,,,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6
2002,AFG,JPN,Afghanistan,Japan,ASY,,,,0,0,0,0,0,5,5,0,0,0,0,0,44,44,49
2002,AFG,JPN,Afghanistan,Japan,REF,,,,0,0,0,0,0,6,6,0,0,0,0,0,56,56,62
2002,AFG,KAZ,Afghanistan,Kazakhstan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,AFG,KAZ,Afghanistan,Kazakhstan,REF,,,,0,0,0,0,0,675,675,0,0,0,0,0,1575,1575,2250
2002,AFG,KGZ,Afghanistan,Kyrgyzstan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
2002,AFG,KGZ,Afghanistan,Kyrgyzstan,REF,,,,76,0,0,239,12,86,413,83,0,0,266,13,96,458,871
2002,AFG,KOR,Afghanistan,Republic of Korea,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,AFG,KOR,Afghanistan,Republic of Korea,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,AFG,KWT,Afghanistan,Kuwait,ASY,,,,0,0,0,9,0,8,17,0,0,0,13,0,5,18,35
2002,AFG,KWT,Afghanistan,Kuwait,REF,,,,0,0,0,20,0,13,33,0,0,0,33,0,12,45,78
2002,AFG,LBN,Afghanistan,Lebanon,REF,,,,0,0,0,7,7,0,14,0,0,0,25,8,0,33,47
2002,AFG,LKA,Afghanistan,Sri Lanka,ASY,,,,6,0,0,0,0,0,6,0,0,0,0,0,7,7,13
2002,AFG,LKA,Afghanistan,Sri Lanka,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,AFG,LTU,Afghanistan,Lithuania,ASY,,,,0,0,0,7,0,0,7,0,0,0,10,0,8,18,25
2002,AFG,LTU,Afghanistan,Lithuania,OOC,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2002,AFG,LTU,Afghanistan,Lithuania,REF,,,,0,0,0,12,0,10,22,0,0,0,19,0,7,26,82
2002,AFG,LVA,Afghanistan,Latvia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,AFG,MKD,Afghanistan,Republic of North Macedonia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,AFG,MDA,Afghanistan,Republic of Moldova,ASY,,,,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2002,AFG,MDA,Afghanistan,Republic of Moldova,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2002,AFG,MEX,Afghanistan,Mexico,REF,,,,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2002,AFG,MYS,Afghanistan,Malaysia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2002,AFG,MYS,Afghanistan,Malaysia,REF,,,,0,0,0,7,0,7,14,5,0,0,17,0,0,22,36
2002,AFG,MAR,Afghanistan,Morocco,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2002,AFG,MOZ,Afghanistan,Mozambique,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,AFG,MLT,Afghanistan,Malta,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2002,AFG,NLD,Afghanistan,Netherlands,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5706
2002,AFG,NLD,Afghanistan,Netherlands,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26001
2002,AFG,NOR,Afghanistan,Norway,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284
2002,AFG,NZL,Afghanistan,New Zealand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562
2002,AFG,OMN,Afghanistan,Oman,ASY,,,,0,0,0,0,0,0,0,0,0,0,16,0,0,16,16
2002,AFG,PAK,Afghanistan,Pakistan,REF,,,,100629,0,0,263478,19486,265923,649516,98099,0,0,193439,22943,262572,577053,1226569
2002,AFG,POL,Afghanistan,Poland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
2002,AFG,POL,Afghanistan,Poland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
