Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#indicator+population_type,,,,#affected+f+infants+age_0_4,#affected+f+children+age_5_11,#affected+f+adolescents+age_12_17,#affected+f+adults+age_18_59,#affected+f+elderly+age_60,#affected+f+unknown_age,#affected+f+total,#affected+m+infants+age_0_4,#affected+m+children+age_5_11,#affected+m+adolescents+age_12_17,#affected+m+adults+age_18_59,#affected+m+elderly+age_60,#affected+m+unknown_age,#affected+m+total,#affected+all+total
2005,AFG,TUR,Afghanistan,Turkey,REF,,,,0,0,0,16,0,18,34,5,0,0,33,0,6,44,78
2005,AFG,UKR,Afghanistan,Ukraine,ASY,,,,5,0,0,22,0,12,39,0,0,0,153,0,19,172,230
2005,AFG,UKR,Afghanistan,Ukraine,REF,,,,14,0,0,198,20,139,371,12,0,0,667,20,143,842,1213
2005,AFG,USA,Afghanistan,United States of America,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
2005,AFG,USA,Afghanistan,United States of America,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8831
2005,AFG,UZB,Afghanistan,Uzbekistan,ASY,,,,20,0,0,127,7,81,235,15,0,0,193,15,76,299,534
2005,AFG,UZB,Afghanistan,Uzbekistan,REF,,,,36,0,0,479,20,330,865,53,0,0,516,27,343,939,4736
2006,AFG,AFG,Afghanistan,Afghanistan,IDP,,,,0,0,0,0,0,63363,63363,0,0,0,0,0,65947,65947,129310
2006,AFG,AFG,Afghanistan,Afghanistan,RDP,,,,0,0,0,0,0,5112,5112,0,0,0,0,0,5331,5331,10443
2006,AFG,AFG,Afghanistan,Afghanistan,RET,,,,13722,0,0,27144,2002,25353,68221,14147,0,0,25342,2634,26627,68750,387917
2006,AFG,EGY,Afghanistan,Egypt,REF,,,,0,0,0,5,0,0,5,0,0,0,26,0,0,26,31
2006,AFG,ARG,Afghanistan,Argentina,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,AUS,Afghanistan,Australia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2006,AFG,AUS,Afghanistan,Australia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7908
2006,AFG,AUT,Afghanistan,Austria,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575
2006,AFG,AUT,Afghanistan,Austria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664
2006,AFG,AZE,Afghanistan,Azerbaijan,ASY,,,,5,0,0,0,0,0,5,0,0,0,23,0,0,23,33
2006,AFG,AZE,Afghanistan,Azerbaijan,OOC,,,,15,0,0,47,5,32,99,18,0,0,215,5,35,273,372
2006,AFG,AZE,Afghanistan,Azerbaijan,REF,,,,5,0,0,21,0,15,41,5,0,0,44,0,14,63,104
2006,AFG,BEL,Afghanistan,Belgium,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2006,AFG,BEL,Afghanistan,Belgium,REF,,,,0,0,0,0,0,83,83,0,0,0,0,0,143,143,226
2006,AFG,BGD,Afghanistan,Bangladesh,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,BLR,Afghanistan,Belarus,ASY,,,,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2006,AFG,BLR,Afghanistan,Belarus,REF,,,,18,0,18,111,5,56,208,8,0,10,217,5,44,284,492
2006,AFG,BRA,Afghanistan,Brazil,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2006,AFG,BGR,Afghanistan,Bulgaria,ASY,,,,0,0,0,0,0,5,5,0,0,0,0,0,287,287,395
2006,AFG,BGR,Afghanistan,Bulgaria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967
2006,AFG,KHM,Afghanistan,Cambodia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,CAN,Afghanistan,Canada,ASY,,,,0,0,0,0,0,132,132,0,0,0,0,0,157,157,294
2006,AFG,CAN,Afghanistan,Canada,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14419
2006,AFG,CHN,Afghanistan,China,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7
2006,AFG,CHL,Afghanistan,Chile,REF,,,,0,0,0,5,0,0,5,5,0,0,7,0,0,12,17
2006,AFG,CUB,Afghanistan,Cuba,ASY,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2006,AFG,CUB,Afghanistan,Cuba,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,CYP,Afghanistan,Cyprus,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
2006,AFG,CYP,Afghanistan,Cyprus,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2006,AFG,CZE,Afghanistan,Czechia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,AFG,CZE,Afghanistan,Czechia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237
2006,AFG,DNK,Afghanistan,Denmark,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
2006,AFG,DNK,Afghanistan,Denmark,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6306
2006,AFG,ECU,Afghanistan,Ecuador,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2006,AFG,EST,Afghanistan,Estonia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,ETH,Afghanistan,Ethiopia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,ETH,Afghanistan,Ethiopia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,FIN,Afghanistan,Finland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2006,AFG,FIN,Afghanistan,Finland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883
2006,AFG,FRA,Afghanistan,France,REF,,,,0,0,0,0,0,524,524,0,0,0,0,0,714,714,1238
2006,AFG,GBR,Afghanistan,United Kingdom of Great Britain and Northern Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23069
2006,AFG,GEO,Afghanistan,Georgia,REF,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2006,AFG,DEU,Afghanistan,Germany,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3999
2006,AFG,DEU,Afghanistan,Germany,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21879
2006,AFG,GRC,Afghanistan,Greece,ASY,,,,0,0,0,5,0,0,5,0,0,0,334,0,159,493,498
2006,AFG,GRC,Afghanistan,Greece,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
2006,AFG,HKG,Afghanistan,"China, Hong Kong Special Administrative Region",ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,HUN,Afghanistan,Hungary,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,AFG,HUN,Afghanistan,Hungary,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357
2006,AFG,ISL,Afghanistan,Iceland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,ISL,Afghanistan,Iceland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,CIV,Afghanistan,Côte d'Ivoire,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,CIV,Afghanistan,Côte d'Ivoire,REF,,,,0,0,0,7,0,0,7,0,0,0,7,0,0,7,14
2006,AFG,IND,Afghanistan,India,ASY,,,,7,0,0,40,0,16,63,11,0,0,42,0,21,74,137
2006,AFG,IND,Afghanistan,India,REF,,,,201,0,0,3338,300,1333,5172,222,0,0,2333,275,1470,4300,9472
2006,AFG,IDN,Afghanistan,Indonesia,ASY,,,,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10
2006,AFG,IDN,Afghanistan,Indonesia,REF,,,,0,0,0,16,0,0,16,5,0,0,21,0,21,47,63
2006,AFG,IRL,Afghanistan,Ireland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
2006,AFG,IRL,Afghanistan,Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
2006,AFG,IRN,Afghanistan,Iran (Islamic Republic of),ASY,,,,34,0,0,123,0,97,254,42,0,0,122,5,103,272,526
2006,AFG,IRN,Afghanistan,Iran (Islamic Republic of),REF,,,,32358,0,10,202035,11888,119728,366019,34545,0,5,282659,20158,210873,548240,914259
2006,AFG,ITA,Afghanistan,Italy,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473
2006,AFG,JPN,Afghanistan,Japan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,AFG,JPN,Afghanistan,Japan,REF,,,,0,0,0,0,0,5,5,0,0,0,0,0,50,50,55
2006,AFG,KAZ,Afghanistan,Kazakhstan,ASY,,,,0,0,0,0,0,7,7,0,0,0,0,0,14,14,21
2006,AFG,KAZ,Afghanistan,Kazakhstan,REF,,,,42,0,0,143,0,71,256,42,0,0,227,0,63,332,588
2006,AFG,KGZ,Afghanistan,Kyrgyzstan,ASY,,,,17,0,0,39,0,17,73,7,0,0,92,0,27,126,199
2006,AFG,KGZ,Afghanistan,Kyrgyzstan,REF,,,,8,0,0,69,5,32,114,0,0,5,93,5,39,142,256
2006,AFG,KOR,Afghanistan,Republic of Korea,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,KWT,Afghanistan,Kuwait,ASY,,,,5,0,0,10,0,10,25,0,0,5,8,0,6,19,44
2006,AFG,LBN,Afghanistan,Lebanon,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,LBN,Afghanistan,Lebanon,REF,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2006,AFG,LKA,Afghanistan,Sri Lanka,REF,,,,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2006,AFG,LTU,Afghanistan,Lithuania,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2006,AFG,LVA,Afghanistan,Latvia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,MKD,Afghanistan,Republic of North Macedonia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,MDA,Afghanistan,Republic of Moldova,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,MDA,Afghanistan,Republic of Moldova,REF,,,,0,0,5,0,0,0,5,0,0,0,7,0,0,7,12
2006,AFG,MEX,Afghanistan,Mexico,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,MYS,Afghanistan,Malaysia,ASY,,,,0,0,0,5,0,0,5,5,0,0,20,0,0,25,30
2006,AFG,MYS,Afghanistan,Malaysia,REF,,,,0,0,5,8,0,5,18,5,0,0,27,0,5,37,55
2006,AFG,MOZ,Afghanistan,Mozambique,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,MLT,Afghanistan,Malta,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2006,AFG,NLD,Afghanistan,Netherlands,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293
2006,AFG,NLD,Afghanistan,Netherlands,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21357
2006,AFG,NOR,Afghanistan,Norway,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787
2006,AFG,NOR,Afghanistan,Norway,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4084
2006,AFG,NZL,Afghanistan,New Zealand,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,NZL,Afghanistan,New Zealand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961
2006,AFG,PAK,Afghanistan,Pakistan,ASY,,,,137,0,0,414,20,412,983,139,0,0,466,42,461,1108,2091
2006,AFG,PAK,Afghanistan,Pakistan,REF,,,,0,0,0,0,0,520112,520112,0,0,0,0,0,523872,523872,1043984
2006,AFG,POL,Afghanistan,Poland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
2006,AFG,PRT,Afghanistan,Portugal,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,AFG,QAT,Afghanistan,Qatar,REF,,,,0,0,0,0,0,0,0,0,0,0,40,0,0,40,40
2006,AFG,ROU,Afghanistan,Romania,REF,,,,0,0,0,5,0,0,5,0,0,0,5,0,0,5,272
2006,AFG,ZAF,Afghanistan,South Africa,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2006,AFG,RUS,Afghanistan,Russian Federation,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
2006,AFG,RUS,Afghanistan,Russian Federation,OOC,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+05
2006,AFG,RUS,Afghanistan,Russian Federation,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202
2006,AFG,SAU,Afghanistan,Saudi Arabia,ASY,,,,0,0,0,6,0,0,6,0,0,0,5,0,0,5,11
2006,AFG,ESP,Afghanistan,Spain,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2006,AFG,SVK,Afghanistan,Slovakia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
2006,AFG,SVK,Afghanistan,Slovakia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
2006,AFG,SVN,Afghanistan,Slovenia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,SWE,Afghanistan,Sweden,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591
2006,AFG,SWE,Afghanistan,Sweden,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278
2006,AFG,CHE,Afghanistan,Switzerland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
2006,AFG,CHE,Afghanistan,Switzerland,REF,,,,0,0,0,0,0,718,718,0,0,0,0,0,1008,1008,1726
2006,AFG,SYR,Afghanistan,Syrian Arab Republic,ASY,,,,14,0,0,66,0,56,136,18,0,0,112,5,84,219,355
2006,AFG,SYR,Afghanistan,Syrian Arab Republic,REF,,,,16,0,0,71,8,52,147,13,0,0,71,16,52,152,299
2006,AFG,THA,Afghanistan,Thailand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,AFG,TJK,Afghanistan,Tajikistan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238
2006,AFG,TJK,Afghanistan,Tajikistan,REF,,,,0,0,5,14,0,430,449,5,0,0,10,0,451,466,915
2006,AFG,TKM,Afghanistan,Turkmenistan,REF,,,,38,0,5,160,16,126,345,47,0,0,187,19,111,364,709
2006,AFG,TUR,Afghanistan,Turkey,ASY,,,,16,0,18,74,0,41,149,26,0,0,103,0,56,185,334
2006,AFG,TUR,Afghanistan,Turkey,REF,,,,10,10,10,21,0,0,51,0,0,5,13,0,10,28,79
2006,AFG,ARE,Afghanistan,United Arab Emirates,REF,,,,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2006,AFG,UKR,Afghanistan,Ukraine,ASY,,,,0,0,0,0,0,18,18,0,0,0,0,0,109,109,216
2006,AFG,UKR,Afghanistan,Ukraine,REF,,,,0,0,0,0,0,371,371,0,0,0,0,0,818,818,1189
2006,AFG,USA,Afghanistan,United States of America,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
2006,AFG,USA,Afghanistan,United States of America,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13242
2006,AFG,UZB,Afghanistan,Uzbekistan,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415
2007,AFG,AFG,Afghanistan,Afghanistan,IDP,,,,0,0,0,0,0,74196,74196,0,0,0,0,0,79522,79522,153718
2007,AFG,AFG,Afghanistan,Afghanistan,RDP,,,,0,0,0,0,0,3939,3939,0,0,0,0,0,4073,4073,8012
2007,AFG,AFG,Afghanistan,Afghanistan,RET,,,,39636,0,0,65080,3907,70426,179049,39641,0,0,63850,5195,76947,185633,373856
2007,AFG,ALB,Afghanistan,Albania,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,EGY,Afghanistan,Egypt,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,EGY,Afghanistan,Egypt,REF,,,,0,0,0,0,0,0,0,0,0,5,23,0,0,28,28
2007,AFG,ARG,Afghanistan,Argentina,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,AUS,Afghanistan,Australia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2007,AFG,AUS,Afghanistan,Australia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4990
2007,AFG,AUT,Afghanistan,Austria,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544
2007,AFG,AUT,Afghanistan,Austria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4191
2007,AFG,AZE,Afghanistan,Azerbaijan,ASY,,,,6,0,0,8,0,0,14,5,0,0,17,0,7,29,43
2007,AFG,AZE,Afghanistan,Azerbaijan,OOC,,,,15,0,0,58,5,34,112,18,0,0,234,5,42,299,411
2007,AFG,AZE,Afghanistan,Azerbaijan,REF,,,,6,0,0,25,0,15,46,5,0,0,45,0,12,62,108
2007,AFG,BEL,Afghanistan,Belgium,REF,,,,0,0,0,0,0,44,44,0,0,0,0,0,107,107,151
2007,AFG,BLR,Afghanistan,Belarus,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,AFG,BLR,Afghanistan,Belarus,REF,,,,16,0,5,98,5,54,178,8,0,5,207,5,51,276,454
2007,AFG,BRA,Afghanistan,Brazil,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,AFG,BGR,Afghanistan,Bulgaria,ASY,,,,0,0,0,5,0,0,5,6,0,0,57,0,9,72,380
2007,AFG,BGR,Afghanistan,Bulgaria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
2007,AFG,KHM,Afghanistan,Cambodia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,CAN,Afghanistan,Canada,ASY,,,,11,0,0,93,8,50,162,28,0,0,141,5,63,237,405
2007,AFG,CAN,Afghanistan,Canada,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3470
2007,AFG,CHN,Afghanistan,China,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,CHN,Afghanistan,China,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7
2007,AFG,CHL,Afghanistan,Chile,REF,,,,0,0,0,5,0,0,5,5,0,0,7,0,0,12,17
2007,AFG,CRI,Afghanistan,Costa Rica,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,CYP,Afghanistan,Cyprus,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
2007,AFG,CYP,Afghanistan,Cyprus,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2007,AFG,CZE,Afghanistan,Czechia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2007,AFG,CZE,Afghanistan,Czechia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
2007,AFG,DNK,Afghanistan,Denmark,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2007,AFG,DNK,Afghanistan,Denmark,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5378
2007,AFG,ECU,Afghanistan,Ecuador,ASY,,,,0,0,0,8,0,0,8,0,0,5,8,0,0,13,26
2007,AFG,ECU,Afghanistan,Ecuador,REF,,,,0,0,0,23,0,8,31,0,0,5,25,5,5,40,76
2007,AFG,EST,Afghanistan,Estonia,REF,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2007,AFG,ETH,Afghanistan,Ethiopia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,FIN,Afghanistan,Finland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2007,AFG,FIN,Afghanistan,Finland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517
2007,AFG,FRA,Afghanistan,France,REF,,,,0,0,0,0,0,521,521,0,0,0,0,0,752,752,1273
2007,AFG,GBR,Afghanistan,United Kingdom of Great Britain and Northern Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23565
2007,AFG,GEO,Afghanistan,Georgia,REF,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2007,AFG,DEU,Afghanistan,Germany,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223
2007,AFG,DEU,Afghanistan,Germany,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24236
2007,AFG,GRC,Afghanistan,Greece,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061
2007,AFG,GRC,Afghanistan,Greece,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
2007,AFG,HKG,Afghanistan,"China, Hong Kong Special Administrative Region",ASY,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,AFG,HRV,Afghanistan,Croatia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,HUN,Afghanistan,Hungary,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2007,AFG,HUN,Afghanistan,Hungary,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293
2007,AFG,ISL,Afghanistan,Iceland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,ISL,Afghanistan,Iceland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,CIV,Afghanistan,Côte d'Ivoire,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,CIV,Afghanistan,Côte d'Ivoire,REF,,,,0,0,0,7,0,0,7,0,0,0,7,0,0,7,14
2007,AFG,IND,Afghanistan,India,ASY,,,,49,0,0,144,15,102,310,46,0,0,199,17,118,380,690
2007,AFG,IND,Afghanistan,India,REF,,,,214,0,0,3183,304,1232,4933,230,0,0,2221,258,1369,4078,9011
2007,AFG,IDN,Afghanistan,Indonesia,ASY,,,,0,0,0,0,0,0,0,0,0,0,7,0,5,12,12
2007,AFG,IDN,Afghanistan,Indonesia,REF,,,,0,0,5,8,0,0,13,0,0,5,22,0,9,36,49
2007,AFG,IRL,Afghanistan,Ireland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
2007,AFG,IRL,Afghanistan,Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
2007,AFG,IRN,Afghanistan,Iran (Islamic Republic of),ASY,,,,0,0,0,0,0,428,428,0,0,0,0,0,539,539,967
2007,AFG,IRN,Afghanistan,Iran (Islamic Republic of),REF,,,,0,0,0,0,0,397133,397133,0,0,0,0,0,508938,508938,906071
2007,AFG,ITA,Afghanistan,Italy,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138
2007,AFG,JPN,Afghanistan,Japan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2007,AFG,JPN,Afghanistan,Japan,REF,,,,0,0,0,0,0,21,21,0,0,0,0,0,35,35,56
2007,AFG,KAZ,Afghanistan,Kazakhstan,ASY,,,,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
2007,AFG,KAZ,Afghanistan,Kazakhstan,REF,,,,30,0,0,82,10,42,164,25,0,0,168,0,47,240,404
2007,AFG,KGZ,Afghanistan,Kyrgyzstan,ASY,,,,14,0,0,61,0,51,126,13,0,5,156,0,44,218,344
2007,AFG,KGZ,Afghanistan,Kyrgyzstan,REF,,,,11,0,0,84,5,19,119,0,0,5,125,5,23,158,277
2007,AFG,KOR,Afghanistan,Republic of Korea,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,KOR,Afghanistan,Republic of Korea,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,KWT,Afghanistan,Kuwait,ASY,,,,0,0,5,5,0,0,10,0,0,0,6,0,5,11,21
2007,AFG,KWT,Afghanistan,Kuwait,REF,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2007,AFG,LBN,Afghanistan,Lebanon,ASY,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2007,AFG,LBN,Afghanistan,Lebanon,REF,,,,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2007,AFG,LKA,Afghanistan,Sri Lanka,REF,,,,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2007,AFG,LTU,Afghanistan,Lithuania,REF,,,,0,0,0,0,0,5,5,0,0,0,0,0,11,11,97
2007,AFG,LVA,Afghanistan,Latvia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,MKD,Afghanistan,Republic of North Macedonia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,MDA,Afghanistan,Republic of Moldova,REF,,,,0,0,5,0,0,0,5,0,0,0,7,0,0,7,12
2007,AFG,MEX,Afghanistan,Mexico,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,MYS,Afghanistan,Malaysia,ASY,,,,7,0,0,25,0,19,51,9,0,0,44,0,18,71,122
2007,AFG,MYS,Afghanistan,Malaysia,REF,,,,0,0,0,13,0,5,18,6,0,0,34,0,10,50,68
2007,AFG,MOZ,Afghanistan,Mozambique,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,AFG,MLT,Afghanistan,Malta,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2007,AFG,NLD,Afghanistan,Netherlands,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17296
2007,AFG,NOR,Afghanistan,Norway,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646
2007,AFG,NOR,Afghanistan,Norway,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925
2007,AFG,NZL,Afghanistan,New Zealand,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,AFG,NZL,Afghanistan,New Zealand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
2007,AFG,PAK,Afghanistan,Pakistan,ASY,,,,179,0,0,460,62,496,1197,181,0,0,511,84,545,1321,2518
2007,AFG,PAK,Afghanistan,Pakistan,REF,,,,91125,0,10,419258,24198,415332,949923,95617,0,5,480535,48540,459796,1084493,2034416
2007,AFG,POL,Afghanistan,Poland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
